Language	English
Scene_CH02_Ambush_A5	Claudia>... Não estou movendo meus lábios? Tenho O Dom! Também posso ler mentes.
Scene_CH02_Ambush_A6	Gabriel>Quem é você?
Scene_CH02_Ambush_A7	Claudia>Meu nome é Claudia e ele é meu protetor...
Scene_CH02_Ambush_A7_1	Claudia>Ele cuida de mim. Em troca, capturo almas malignas para que ele possa absorver a energia delas.
Scene_CH02_Ambush_A7_2	Claudia>Sem isso, ele deixaria de funcionar, mas... há algo diferente em você...
Scene_CH02_Ambush_A7_3	Claudia>Você parece bom de alguma forma, então não vamos matá-lo!
Scene_CH02_Ambush_A8	Gabriel>Fico aliviado por ouvir isso.
Scene_CH02_Ambush_A9	Claudia>Está tudo bem. Deixe-me ler seus pensamentos.
Scene_CH02_Ambush_A10	Claudia>Não!
Scene_CH02_Ambush_A11	Gabriel>O que foi? O que houve?
Scene_CH02_Ambush_A12	Claudia>... Você está aqui para matar os Senhores das Trevas e tomar o poder deles. Você quer salvar a todos nós.... e trazer aquela que você ama de volta...
Scene_CH02_Ambush_A13	Claudia>Não tenho medo... Nós vamos com você. Sozinho você não vai conseguir.
Scene_CH02_Ambush_A14	Gabriel>Não, Claudia. Eu devo fazer isso sozinho.
Scene_CH02_Ambush_A15	Claudia>Sei o caminho... você não. Você precisa de mim! Você precisa dele.
Scene_CH02_Ambush_A16	Gabriel>Está bem...
Scene_CH02_Ambush_B0	Claudia>Durante séculos a vida transbordava nesta cidade.
Scene_CH02_Ambush_B1	Claudia>Ela era um santuário de magia, sabedoria e harmonia.
Scene_CH02_Ambush_B1_1	Claudia>Foram as pessoas daqui que criaram os cristais que você viu antes.
Scene_CH02_Ambush_B1_2	Claudia>Eles não precisavam de exércitos para protegê-los: seus poderes eram o bastante para frustrar qualquer ameaça.
Scene_CH02_Ambush_B2	Claudia>Isto é, até os Lycans chegarem...
Scene_CH02_Ambush_B2_1	Claudia>A partir de então, o equilíbrio foi quebrado. Trolls, Goblins, Gremlins... Criaturas terríveis sitiaram a cidade incessantemente, dia e noite...
Scene_CH02_Ambush_B3	Claudia>A maioria fugiu... outros usaram os poderes que lhe restavam na criação de enormes Titãs para lutar contra os invasores.
Scene_CH02_Ambush_B3_1	Claudia>A batalha durou séculos, até não sobrar pedra sobre pedra. Não restou ninguém.
Scene_CH02_Ambush_B3_2	Claudia>Aquele que não morreram em batalha foram capturados e devorados...
Scene_CH02_Ambush_B3_3	Claudia>Meu pai foi um dos últimos. Ele me escondeu... Ele criou o Cavaleiro Negro para ser meu protetor. Estamos juntos desde então...
Scene_CH02_Ambush_B4	Claudia>Os Titãs acabaram vivendo mais do que seus criadores, e permaneceram aqui, lutando contra um inimigo numericamente superior, até serem todos derrotados... Todos menos um...
Scene_CH02_Ambush_B5	Claudia>Atrás daquelas portas está o último dos Titãs.
Scene_CH02_Ambush_B6	Claudia>A única maneira de chegar ao santuário do Senhor das Trevas é por aquela porta. Nós teremos de derrotar o Titã se quisermos continuar a nossa jornada.
Scene_CH02_Ambush_B7	Claudia>A porta se abrirá somente com o poder de um cristal.
Scene_CH02_Ambush_B8	Claudia>Você precisa encontrar quatro fragmentos para criar um cristal inteiro. Nós vamos esperá-lo aqui enquanto você procura por eles.
Scene_CH02_ClaudiasDeath_A0	Claudia>Os Titãs não mais existem.
Scene_CH02_ClaudiasDeath_A1	Claudia>Ela era a última de sua espécie.
Scene_CH02_ClaudiasDeath_A2	Gabriel>Seguimos em frente?
Scene_CH02_ClaudiasDeath_A3	Claudia>Deveríamos descansar... está anoitecendo. Conheço um lugar.
Scene_CH02_ClaudiasDeath_B0	Claudia>Eu sabia desde a primeira vez que toquei em seu rosto. Vi meu destino. Estou pronta.
Scene_CH02_ClaudiasDeath_B1	Claudia>Argh!
Scene_CH02_ClaudiasDeath_C1	Pan>Não deixe a escuridão possuí-lo, Gabriel.
Scene_CH02_ClaudiasDeath_C2	Pan>Você deve remover a luva do cavaleiro. Ela é uma chave, e chegará um momento em que você precisará muito dela.
Scene_CH02_ClaudiasDeath_C3	Gabriel>Não! Não vou continuar sem ela. Não vou machucá-los.
Scene_CH02_ClaudiasDeath_C4	Pan>Receio que seja tarde mais para isso...
Scene_CH02_ClaudiasDeath_D0	Gabriel>Não... não... não...
Scene_CH02_DarkGauntlet0	Gabriel>.
Scene_CH02_DarkGauntlet1	Gabriel>.
Scene_CH02_DarkGauntlet2	Gabriel>.
Scene_CH03_DarkLordLycans0	Gabriel>Vim cumprir a profecia.
Scene_CH03_DarkLordLycans1	Lycan_DarkLord>Meus acólitos não estavam mentindo: um guerreiro da Irmandade, aqui, em solo Lycan!
Scene_CH03_DarkLordLycans2	Lycan_DarkLord>Fico imaginando, guerreiro, se você sabe onde está e quem sou...
Scene_CH03_DarkLordLycans3	Gabriel>Estou sobre uma terra profanada: e você e aqueles de seu clã não merecem viver.
Scene_CH03_DarkLordLycans4	Lycan_DarkLord>Muahhahaha...
Scene_CH03_DarkLordLycans5	Lycan_DarkLord>Você diz que está aqui para cumprir uma profecia...
Scene_CH03_DarkLordLycans6	Gabriel>Você e os outros Senhores das Trevas estão protegendo um poder em seus santuários. Vim tomar esse poder.
Scene_CH03_DarkLordLycans7	Lycan_DarkLord>Você? Sozinho? Como ousa entrar em meu santuário interno e me ditar suas mortais e insignificantes regras?
Scene_CH03_DarkLordLycans8	Lycan_DarkLord>Sou imortal, homenzinho, e sei da sua profecia, mas você é ignorante...
Scene_CH03_DarkLordLycans8_1	Lycan_DarkLord>... ignorante em relação à verdade de sua situação.
Scene_CH03_DarkLordLycans9	Gabriel>É você quem é ignorante. Ignorante em relação à dor e ao sofrimento que você trouxe para esta terra.
Scene_CH03_DarkLordLycans10	Lycan_DarkLord>Ouça-me... Muitos séculos atrás, três grandes guerreiros fundaram a Irmandade da Luz, a ordem à qual você pertence.
Scene_CH03_DarkLordLycans10_1	Lycan_DarkLord>Seu único objetivo era servir a Deus e derrotar o Diabo...
Scene_CH03_DarkLordLycans11	Lycan_DarkLord>Por décadas, os fundadores lutaram furiosamente contra as crias de Satã, até que finalmente conseguiram fazer a balança pender em favor de Deus...
Scene_CH03_DarkLordLycans11_1	Lycan_DarkLord>Seu comprometimento com a cruzada era tão grande que seus estudos sobre a santa iluminação os levaram a três lugares sagrados,
Scene_CH03_DarkLordLycans11_2	Lycan_DarkLord>onde o poder de Deus convergia com tanta intensidade que chegou a forjar uma ponte entre o real e o espiritual...
Scene_CH03_DarkLordLycans12	Lycan_DarkLord>Os fundadores usaram esse poder para purificar a si mesmos, abandonando suas formas humanas e se transformando em seres espirituais, cujos poderes eram precedidos apenas pelos poderes de Deus.
Scene_CH03_DarkLordLycans13	Gabriel>Você não disse nada que eu já não soubesse, besta!
Scene_CH03_DarkLordLycans14	Lycan_DarkLord>Mal sabiam eles que o que eles haviam deixado para trás não eram suas carcaças desprovidas de alma, mas sim o lado negro de cada um deles.
Scene_CH03_DarkLordLycans14_1	Lycan_DarkLord>Não está vendo? Foi assim que passamos a existir, nós a quem vocês chamam de Senhores das Trevas!
Scene_CH03_DarkLordLycans15	Gabriel>Não! Você mente!
Scene_CH03_DarkLordLycans16	Lycan_DarkLord>Este é o lugar onde um de seus Fundadores ascendeu aos Céus e onde eu nasci!
Scene_CH03_DarkLordLycans17	Lycan_DarkLord>Este é o lugar onde, de acordo com sua profecia, um Guerreiro da Luz virá tomar o poder de meu amado irmão no Céu, reduzindo também meu o poder...
Scene_CH03_DarkLordLycans17_1	Lycan_DarkLord>Se acontecesse isso, ele morreria comigo, pois continuamos sendo o mesmo ser, ele e eu... continuamos conectados...
Scene_CH03_DarkLordLycans18	Lycan_DarkLord>Mate-me e você o matará. Mate-nos todos e você matará os santos fundadores da sua própria ordem!
Scene_CH03_DarkLordLycans19	Lycan_DarkLord>Ah, irmão. Até você tem de sorrir diante de tamanha ironia.
Scene_CH03_DarkLordLycans20	Lycan_DarkLord>Talvez ele esteja mesmo disposto a se sacrificar por você. Pelo bem maior. Eu, no entanto, não estou.
Scene_CH03_PowerofSpirits_A0	Gabriel>.
Scene_CH03_PowerofSpirits_A1	Marie>Apressa-te, meu amor. Tome o poder antes que ele seja perdido.
Scene_CH03_PowerofSpirits_A2	Gabriel>Oblivium sempiternum daemonis
Scene_CH03_PowerofSpirits_B0	Pan>Você ganhou um grande poder, mas ainda não é o bastante.
Scene_CH03_PowerofSpirits_B0_1	Pan>Você deve unir os dois que restaram. Venha comigo, nosso tempo está acabando.
Scene_CH03_PowerofSpirits_B1	Gabriel>Onde estamos? Que lugar é este?
Scene_CH03_PowerofSpirits_B3	Pan>O Desfiladeiro dos Corvos. A terra dos Vampiros está além daquelas colinas Uma poderosa Bruxa protege este domínio. Não posso seguir em frente.
Scene_CH03_PowerofSpirits_B4	Gabriel>Quem é você, e por que você me ajuda?
Scene_CH03_PowerofSpirits_B5	Pan>Você pode pensar que estou lhe ajudando... mas você estaria errado. Não sirvo a ninguém. É bom que você lembre disso!
Scene_CH05_Zobek0	Zobek>Agradeça a Deus por você ainda estar entre os vivos, meu amigo.
Scene_CH05_Zobek1	Gabriel>O Senhor Lycan foi derrotado. Eu tenho seu poder. O que aconteceu aqui?
Scene_CH05_Zobek2	Zobek>Eu o parabenizo pela sua vitória, mas estes companheiros não foram tão afortunados.
Scene_CH05_Zobek3	Zobek>A notícia sobre a nossa jornada se espalhou. O clã de Vampiros abateu toda essa aldeia. E agora... eles estão à nossa espera.
Scene_CH05_Zobek4	Zobek>.
Scene_CH05_Zobek5	Zobek>Aquela Abadia...
Scene_CH05_Zobek6	Zobek>Me disseram que a abadia guarda uma antiga relíquia que explora o poder do sol.
Scene_CH05_Zobek6_1	Zobek>Dizem que ela é capaz de queimar Vampiros, e de reduzi-los a cinzas.
Scene_CH05_Zobek7	Zobek>Aquela relíquia protege a abadia e a todos que lá buscam refúgio, mas o abade se entrincheirou lá dentro, e encheu a construção de armadilhas mortais para deter os visitantes.
Scene_CH05_Zobek8	Zobek>Após anos de isolamento, alguns dizem que ele teria se tornado completamente louco... Ele mora lá em cima, na mais alta das torres.
Scene_CH05_Zobek9	Zobek>Se pudéssemos convencê-lo a nos dar a relíquia. Isso nos daria uma tremenda vantagem sobre os Vampiros, mas não será fácil...
Scene_CH05_Zobek10	Gabriel>Louco ou não, maldito seja por não proteger seu povo.
Scene_CH05_LybraryLobby0	Zobek>Esta é a entrada para a biblioteca...
Scene_CH05_LybraryLobby1	Zobek>... Estou certo de que deve haver uma maneira de entrar na biblioteca por aqui...
Scene_CH05_LybraryLobbyExit0	Zobek>Aqui está! Encontrei!
Scene_CH05_LybraryLobbyExit1	Zobek>Saia daqui! Vou manter o alçapão aberto!
Scene_CH05_TheAbbot0	Gabriel>Onde está o abade?
Scene_CH05_TheAbbot1	Zobek>Lá dentro.
Scene_CH05_TheAbbot2	Abbot>Não, não! Fiquem longe de mim!
Scene_CH05_TheAbbot3	Abbot>Sei quem são vocês! O Diabo os enviou! Vocês são demônios que servem a ele!
Scene_CH05_TheAbbot4	Abbot>Ele me disse que vocês viriam. Ele faz isso para me atormentar...
Scene_CH05_TheAbbot5	Gabriel>Seu povo morreu enquanto você se escondia atrás da única coisa que poderia tê-los salvado. Você não merece chamar a si mesmo de homem de Deus.
Scene_CH05_TheAbbot6	Zobek>Gabriel...
Scene_CH05_TheAbbot7	Abbot>Não! É meu!
Scene_CH05_TheAbbot8	Abbot>Você não pode levá-lo!
Scene_CH05_TheAbbot9	Gabriel>Há uma necessidade muito maior do que a sua.
Scene_CH05_TheAbbot10	Abbot>Você não pode levá-lo! Você não é digno!
Scene_CH05_TheAbbot11	Abbot>Não me deixem aqui, seus animais!
Scene_CH05_TheAbbot11_1	Abbot>Malditos sejam! Vão para o inferno!
Scene_CH05_TheAbbot12	Kid>Por favor. Nos ajude.
Scene_CH05_TheAbbot13	Gabriel>O que foi? O que está acontecendo?
Scene_CH05_TheAbbot14	Kid>Eles querem o senhor. Eles o querem sozinho. Você deve ir para a aldeia ou eles matarão todos nós.
Scene_CH05_TheAbbot15	Zobek>Você sabe que isso é uma armadilha...?
Scene_CH05_TheAbbot16	Gabriel>Sei. Mas ainda assim, devo ir.
Scene_CH05_TheAbbot17	Zobek>Faça o que tem de ser feito. Vou cuidar do menino.
Scene_CH06_GamesRoom0	VampireGirl>Olá. Você veio para jogar?
Scene_CH06_GamesRoom1	VampireGirl>O tabuleiro está pronto para você.
Scene_CH06_GamesRoom2	VampireGirl>Gostou?
Scene_CH06_GamesRoom3	Gabriel>Estou procurando por...
Scene_CH06_GamesRoom4	VampireGirl>Você não quer jogar?
Scene_CH06_GamesRoom5	Gabriel>Estou aqui pela Rainha dos Vampiros.
Scene_CH06_GamesRoom6	VampireGirl>Te conto onde ela está se você jogar meu jogo.
Scene_CH06_GamesRoom7	Gabriel>Ela?
Scene_CH06_GamesRoom8	VampireGirl>A mãe não gosta de visitantes. Mas te mostro onde ela está se você jogar.
Scene_CH06_GamesRoom9	Gabriel>Não tenho tempo para seus jogos. Preciso encontrá-la agora.
Scene_CH06_GamesRoom10	VampireGirl>Então não vou ajudá-lo!
Scene_CH06_GamesRoom11	Gabriel>Tudo bem.
Scene_CH06_GamesRoom12	VampireGirl>Você nunca vai encontrá-la... só eu sei o caminho secreto... Vou deixá-lo fazer a primeira jogada.
Scene_CH06_GamesRoom13	Gabriel>Parece que não tenho muita escolha...
Scene_CH07_VioletChamber0	VampireGirl>Não é justo! Nunca perco!
Scene_CH07_VioletChamber1	VampireGirl>Você é um trapaceiro... e vai pagar por isso!
Scene_CH07_VampiresMercy0	VampireGirl>Eu te avisei...
Scene_CH07_VampiresMercy1	VampireGirl>Eu iria vencer!
Scene_CH07_VampiresMercy3	VampireGirl>Ninguém ganha de mim! Ouviu? Ninguém!
Scene_CH07_VampiresMercy5	VampireGirl>Não resista. Abrace a doce morte.
Scene_CH07_VampiresMercy7	Gabriel>Marie?!
Scene_CH07_VampiresMercy8	Marie>Lute, Gabriel. Não é sua hora, não agora. Muita coisa depende de você.
Scene_CH07_VampiresMercy9	Gabriel>Não tenho mais nada... Tenho feito coisas questionáveis... Falhei.
Scene_CH07_VampiresMercy10	VampireGirl>Eu invejo você... invejo vocês dois.
Scene_CH07_VampiresMercy11	VampireGirl>Não quero mais brincar.
Scene_CH08_TopCorridor0	Elite_Vampire>Você não passará por aqui!
Scene_CH08_TopCorridor1	Gabriel>Você não ficará no meu caminho!
Scene_CH08_VampireQueen0	Vampire_Queen>Disseram-me que você está à minha procura, guerreiro. Que você busca obter o poder da minha... outra metade?
Scene_CH08_VampireQueen1	Vampire_Queen>Você é belo e corajoso... Você não preferiria ficar comigo... para sempre?
Scene_CH08_VampireQueen1_1	Vampire_Queen>Posso te mostrar muitas coisas, muitos prazeres...
Scene_CH08_VampireQueen3	Gabriel>Suas promessas vazias não significam nada para mim.
Scene_CH08_VampireQueen3_1	Gabriel>Você e seus Irmãos traíram a todos nós. Você é a razão pela qual o mundo está em trevas.
Scene_CH08_VampireQueen4	Vampire_Queen>Você é um tolo, Gabriel. Você pensa que não sei quem você é?
Scene_CH08_VampireQueen4_1	Vampire_Queen>Minha irmã, com toda sua piedade, não queria nada além do bem para o mundo, mas em sua arrogância ela acabou me gerando, amaldiçoando a si mesma.
Scene_CH08_VampireQueen4_2	Vampire_Queen>A humanidade está arruinada, e você precisa escolher um lado, guerreiro.
Scene_CH08_VampireQueen5	Gabriel>Eu escolho a vida, e não a morte e a decadência, como você.
Scene_CH08_VampireQueen6	Vampire_Queen>A morte é meramente uma questão de perspectiva.
Scene_CH08_VampireQueen6_1	Vampire_Queen>Não somos tão diferentes, você e eu.
Scene_CH08_VampireQueen6_2	Vampire_Queen>Seu Deus não pode salvá-lo agora... você será um de nós, um dia. É inevitável.
Scene_CH08_VampireQueen7	Gabriel>Não... Vou tomar os três poderes e uni-los.
Scene_CH08_VampireQueen8	Vampire_Queen>Você mataria aqueles que fundaram sua ordem sagrada? Você consegue ser mais frio do que eu.
Scene_CH08_VampireQueen8_1	Vampire_Queen>Quem é o verdadeiro monstro aqui, Gabriel?
Scene_CH08_VampireQueen10	Vampire_Queen>Ah, seu pobre tolo iludido... você acha que pode trazer alguém de volta dos mortos, não é? Alguém que você... ama?
Scene_CH08_VampireQueen11	Vampire_Queen>Você foi traído. Não há ressurreição, apenas a morte em vida que você vê diante de si!
Scene_CH08_VampireQueen12	Vampire_Queen>Junte-se a ela, então!
Scene_CH08_PansApparition0	Pan>Em breve... o destino de cada ser vivo estará nas palmas de suas mãos.
Scene_CH08_PansApparition1	Gabriel>Agora sei que os fundadores da Ordem criaram os Senhores das Trevas. Eles são uma e a mesma coisa.
Scene_CH08_PansApparition2	Gabriel>Eles ascenderam aos Céus como espíritos puros, mas deixaram seu lado negro para trás.
Scene_CH08_PansApparition3	Gabriel>Por que estamos pagando pela estupidez e arrogância deles? Diga-me, pelo que estou lutando?
Scene_CH08_PansApparition4	Pan>Somente quando olhamos para dentro de nós mesmos é que podemos realmente começar a entender.
Scene_CH08_PansApparition5	Gabriel>Mas que feitiçaria é essa?
Scene_CH08_PansApparition6	Pan>Até onde você está disposto a ir para descobrir a verdade?
Scene_CH09_BabbaYaga0	Witch>Perdido? Está perdido? O mestre disse a Baba que você viria.
Scene_CH09_BabbaYaga1	Gabriel>Quem é seu Mestre?
Scene_CH09_BabbaYaga2	Witch>O Rei, é claro... O Rei dos Anjos.
Scene_CH09_BabbaYaga3	Witch>... Perdido, então?
Scene_CH09_BabbaYaga4	Witch>Baba pode ajudar. Baba sabe o caminho.
Scene_CH09_BabbaYaga5	Gabriel>Qual é o caminho? Aonde devo ir?
Scene_CH09_BabbaYaga6	Witch>Somente na caixa de música a rosa azul pode crescer.
Scene_CH09_BabbaYaga7	Witch>Baba quer ser jovem e bonita novamente. Traga rosa azul pra Baba.
Scene_CH09_BabbaYaga8	Witch>Baba vai te mostrar o caminho para a terra dos mortos.
Scene_CH09_BabbaYaga9	Witch>Baba encolhe você o bastante para entrar na caixa. Lá dentro você precisa passar no teste e trazer a rosa de volta pra Baba.
Scene_CH09_BabbaYaga9_1	Witch>Baba vai ser jovem de novo. Oh sim!
Scene_CH09_BabbaYaga10	Witch>... Caixa, fechada. Espantalhos pegaram chaves. Oh, espantalhos maus! Chaves são três!
Scene_CH09_BabbaYaga10_1	Witch>Traga-me três e você verá: Baba feliz em te soltar. Encontre chaves e traga pra Baba...
Scene_CH09_BabbaYaga11	Witch>... Baba não mente a você. Três chaves. Não prossiga sem as chaves.
Scene_CH09_BabbaYaga12	Gabriel>Vou pegá-las para você, mas você precisa prometer que vai me ajudar.
Scene_CH09_BabbaYaga13	Witch>Sim, sim, prometer eu vou... chaves primeiro! Vá... Vá!
Scene_CH09_WitchCottageII0	Witch>Bom, bom. Agora Baba põe você dentro da caixa.
Scene_CH09_WitchCottageII1	Gabriel>O quê..??
Scene_CH09_WitchCottageII2	Witch>Feche os olhos ou o feitiço cegará você!
Scene_CH09_WitchCottageII3	Witch>Saeptum contra bestias fabulae!
Scene_CH09_WitchsSpell0	Witch>A rosa? A rosa? Dê para Baba, dê para Baba!
Scene_CH09_WitchsSpell1	Gabriel>Aqui.
Scene_CH09_WitchsSpell2	Witch>Cuidado! Que bonita, que bonita.
Scene_CH09_WitchsSpell3	Gabriel>Agora, cumpra sua promessa.
Scene_CH09_WitchsSpell4	Witch>Claro, claro. Baba boa mulher. Baba não mentir.
Scene_CH10_SilverWarrior0	Gabriel>Parece que nossos caminhos se cruzaram novamente.
Scene_CH10_SilverWarrior1	Pan>Porém, um deles deve acabar aqui.
Scene_CH10_SilverWarrior2	Gabriel>Cansei dos seus enigmas. Fale claramente ao menos uma vez.
Scene_CH10_SilverWarrior3	Pan>Nada é completamente claro, Guerreiro... Você está envolto em trevas. Você age como um cego à verdade.
Scene_CH10_SilverWarrior4	Pan>Deixe-me iluminá-lo.
Scene_CH10_PansDeath0	Gabriel>Por quê? Por que você me fez lutar contra você?
Scene_CH10_PansDeath1	Pan>Porque é assim que deve ser... Nós todos devemos fazer sacrifícios para encontrar a redenção.
Scene_CH10_PansDeath2	Gabriel>Não, eu não queria isso. Não pedi por isso...
Scene_CH10_PansDeath3	Pan>Sangue deve ser derramado para que este caminho se abra para você. Aceito meu destino... Você pode aceitar o seu?
Scene_CH10_PansDeath4	Gabriel>Não sou digno. Não sou puro de coração...
Scene_CH11_DracolichApp0	Necromancer>Impressionante, guerreiro. Estou espantado que você tenha chegado tão longe.
Scene_CH11_DracolichApp1	Gabriel>Vim para acabar com isso, feiticeiro.
